nsubj,correct_root,wrong_root,original_sentence,masked_sentence,bert_large_uncase,bert_base_uncase,SL,SVD,All_NN_BEF,NV_BEF,SL_BEF,Attractor,NEAR_NVD,Attractor%,number
ideas,have,has,"once through the chrysalis , the changeling exists simultaneously in both the real world and in the chimerical reality of the fae , where creative ideas and imagination have substance .","once through the chrysalis , the changeling exists simultaneously in both the real world and in the chimerical reality of the fae , where creative ideas and imagination [MASK] substance .",have,have,31,3,6,1,28,6,1,,pl
parents,believe,believes,his parents and family believe he was sent by the gods to lead the okere people .,his parents and family [MASK] he was sent by the gods to lead the okere people .,believe,believe,17,3,1,0,4,1,1,,pl
schools,include,includes,"public schools in the neighborhood include burroughs community school , ramsey middle school , and washburn high school .","public schools in the neighborhood [MASK] burroughs community school , ramsey middle school , and washburn high school .",include,include,19,4,1,0,5,1,1,,pl
complexes,include,includes,"other complexes from this time include the cuitlahuac , xotepingo and vicente guerrero housing blocks , all of them in mexico city .","other complexes from this time [MASK] the cuitlahuac , xotepingo and vicente guerrero housing blocks , all of them in mexico city .",include,include,23,4,1,0,5,1,1,,pl
studies,demonstrate,demonstrates,"studies of the spread of stis consistently demonstrate that a small percentage of the studied population have more partners than the average man or woman , and a smaller number of people have fewer than the statistical average .","studies of the spread of stis consistently [MASK] that a small percentage of the studied population have more partners than the average man or woman , and a smaller number of people have fewer than the statistical average .",demonstrate,demonstrate,39,7,2,0,7,2,2,,pl
cities,include,includes,"major cities in this region include cleveland , buffalo , rochester , syracuse and albany .","major cities in this region [MASK] cleveland , buffalo , rochester , syracuse and albany .",include,include,16,4,1,0,5,1,1,,pl
sales,seem,seems,"sales on the the north south book at least seem non  negligible , unlike many of the authors whose articles come to afd .","sales on the the north south book at least [MASK] non  negligible , unlike many of the authors whose articles come to afd .",seem,seem,25,9,1,0,9,1,3,,pl
projects,include,includes,"other projects under consideration include an extension of the s1 from rödermark  ober  roden to dieburg , an extension of the s7 from riedstadt  goddelau to biblis , and a branch of the s7 to groß  gerau .","other projects under consideration [MASK] an extension of the s1 from rödermark  ober  roden to dieburg , an extension of the s7 from riedstadt  goddelau to biblis , and a branch of the s7 to groß  gerau .",include,include,42,3,1,0,4,1,1,,pl
places,include,includes,"nearby places of note include catania , noto , modica and ragusa .","nearby places of note [MASK] catania , noto , modica and ragusa .",include,include,13,3,1,0,4,1,1,,pl
diseases,produce,produces,diseases of the ciliary ganglion produce a tonic pupil .,diseases of the ciliary ganglion [MASK] a tonic pupil .,produce,produce,10,5,1,0,5,1,1,,pl
members,promise,promises,the members of the congregation also promise the parents that they will help to raise the child in a christian community .,the members of the congregation also [MASK] the parents that they will help to raise the child in a christian community .,promise,promise,22,5,1,0,6,1,2,,pl
ones,have,has,the ones who persist in advocacy have trouble with conflicts and policies until some sort of administrative action is necessary .,the ones who persist in advocacy [MASK] trouble with conflicts and policies until some sort of administrative action is necessary .,have,have,21,5,1,1,6,1,1,,pl
mechanisms,propose,proposes,"alternative mechanisms , such as the optimal search rate hypothesis both propose that there is a tradeoff between search time and the probability of detecting prey .","alternative mechanisms , such as the optimal search rate hypothesis both [MASK] that there is a tradeoff between search time and the probability of detecting prey .",propose,propose,27,10,3,0,11,3,2,,pl
communities,have,has,communities bans should be the absolute last resort when an editor 's contributions to the project have a net detrimental effect and lesser sanctions have failed to improve this problem .,communities bans should be the absolute last resort when an editor 's contributions to the project [MASK] a net detrimental effect and lesser sanctions have failed to improve this problem .,have,have,31,16,5,0,16,3,1,,pl
comments,stand,stands,"my comments about your hostile and confrontational style still stand , however .","my comments about your hostile and confrontational style still [MASK] , however .",stand,stand,13,8,1,0,9,1,2,,pl
floors,have,has,"the 23 floors below the penthouse have five flats each ; three face east and two face west , and four have two bedrooms ( the other is a single  bedroom flat ) .","the 23 floors below the penthouse [MASK] five flats each ; three face east and two face west , and four have two bedrooms ( the other is a single  bedroom flat ) .",have,have,35,4,1,0,6,1,1,,pl
remnants,remain,remains,remnants of the movement remain today .,remnants of the movement [MASK] today .,remain,remain,7,4,1,0,4,1,1,,pl
volunteers,constitute,constitutes,"graffiti is made up entirely of volunteers , while students studying in the writer 's craft class ( es ) constitute the rag 's staff .","graffiti is made up entirely of volunteers , while students studying in the writer 's craft class ( es ) [MASK] the rag 's staff .",constitutes,constitutes,26,14,4,2,20,3,4,,pl
books,display,displays,"these books , set primarily in the austrian countryside , display the author 's love of nature .","these books , set primarily in the austrian countryside , [MASK] the author 's love of nature .",display,display,18,9,1,1,10,1,2,,pl
people,have,has,"most people in my town have chinese , indian , or other non  english accents , so over the years , my own speech may have been thrown off a little .","most people in my town [MASK] chinese , indian , or other non  english accents , so over the years , my own speech may have been thrown off a little .",have,have,33,4,1,0,5,1,1,,pl
